epoch,accuracy,loss,val_accuracy,val_loss
0,0.16015625,3.1183300018310547,0.37827035784721375,2.18188214302063
1,0.42181095480918884,2.0261921882629395,0.523982584476471,1.7245417833328247
2,0.5294569730758667,1.6581463813781738,0.601017415523529,1.5159879922866821
3,0.5821593403816223,1.4905322790145874,0.6355378031730652,1.3489164113998413
4,0.6317238807678223,1.3085296154022217,0.6689680218696594,1.2307732105255127
5,0.6608606576919556,1.203331708908081,0.6882267594337463,1.1562343835830688
6,0.6933913826942444,1.0936163663864136,0.6882267594337463,1.1834266185760498
7,0.7079917788505554,1.051538348197937,0.6965842843055725,1.1163625717163086
8,0.720991313457489,0.99623703956604,0.6918604373931885,1.1751829385757446
9,0.7417392134666443,0.9313561320304871,0.7292878031730652,1.0493512153625488
10,0.7474385499954224,0.895733118057251,0.734375,0.9966180324554443
11,0.7634477615356445,0.8586181402206421,0.7401889562606812,1.0130078792572021
12,0.7648565769195557,0.8450418710708618,0.7165697813034058,1.0896878242492676
13,0.7701716423034668,0.8136711120605469,0.7467296719551086,0.9678999185562134
14,0.7793288826942444,0.7915454506874084,0.7463662624359131,0.9552536606788635
15,0.7902792096138,0.7592604756355286,0.7405523061752319,1.0141756534576416
16,0.7966188788414001,0.7385926842689514,0.7441860437393188,0.9886325597763062
17,0.7932889461517334,0.7364032864570618,0.7616279125213623,0.9396317005157471
18,0.7987961173057556,0.7156674265861511,0.7630813717842102,0.9423147439956665
19,0.8073130249977112,0.6896206736564636,0.7612645626068115,0.9240468144416809
20,0.8145492076873779,0.674400806427002,0.7761628031730652,0.8823896646499634
21,0.8075051307678223,0.6774817109107971,0.7670784592628479,0.9215395450592041
22,0.8173667788505554,0.6552156805992126,0.7576308250427246,0.9534119963645935
23,0.8189036846160889,0.6425287127494812,0.7805232405662537,0.9040247797966003
24,0.8233222365379333,0.6363856792449951,0.7757993936538696,0.894038200378418
25,0.8279969096183777,0.6208916902542114,0.7819767594337463,0.9049984216690063
26,0.8331838846206665,0.6073119640350342,0.7823401093482971,0.8902395367622375
27,0.8301742076873779,0.6161229610443115,0.7619912624359131,0.9110031127929688
28,0.8333119750022888,0.6055836081504822,0.7841569781303406,0.8642547726631165
29,0.8365138173103333,0.5955085754394531,0.7688953280448914,0.9105334877967834
30,0.8303022384643555,0.6050601005554199,0.7743459343910217,0.8656569123268127
31,0.8393954634666443,0.5770267844200134,0.7856104373931885,0.8758430480957031
32,0.8379867076873779,0.5791037082672119,0.7688953280448914,0.9699206948280334
33,0.8402279615402222,0.5699503421783447,0.7870639562606812,0.8438878655433655
34,0.8441342115402222,0.5578575134277344,0.7946947813034058,0.8119535446166992
35,0.8432376980781555,0.5626221895217896,0.7961482405662537,0.8256672620773315
36,0.8461834192276001,0.5405766367912292,0.7823401093482971,0.8570616841316223
37,0.8521388173103333,0.5312694311141968,0.7965116500854492,0.8476828932762146
38,0.8521388173103333,0.5307327508926392,0.8034157156944275,0.8442916870117188
39,0.8493852615356445,0.5399457812309265,0.8005087375640869,0.7761085629463196
40,0.8536117076873779,0.5210892558097839,0.7990552186965942,0.8393771052360535
41,0.8548283576965332,0.5146992802619934,0.7946947813034058,0.8727357387542725
42,0.8625128269195557,0.5002623200416565,0.8074128031730652,0.8318891525268555
43,0.8521388173103333,0.5241488814353943,0.8034157156944275,0.8078758716583252
44,0.8566213846206665,0.5169466733932495,0.8063226938247681,0.8077674508094788
45,0.8644338846206665,0.4828643798828125,0.801598846912384,0.8396457433700562
46,0.8621926307678223,0.5021952390670776,0.8143168687820435,0.796172022819519
47,0.8588626980781555,0.5053293108940125,0.8030523061752319,0.8123359084129333
48,0.8652663826942444,0.4916244447231293,0.8085029125213623,0.8482422232627869
49,0.8648181557655334,0.4878048598766327,0.7979651093482971,0.8596192002296448
50,0.8635373711585999,0.48689553141593933,0.8008720874786377,0.8820258975028992
51,0.8634093403816223,0.4894755184650421,0.8183139562606812,0.817595362663269
52,0.8675717115402222,0.46789413690567017,0.801598846912384,0.8451688289642334
53,0.8638575673103333,0.48648330569267273,0.8117732405662537,0.8312703371047974
54,0.8650742769241333,0.47637495398521423,0.8092296719551086,0.7906390428543091
55,0.873335063457489,0.4567051827907562,0.7994186282157898,0.8478614687919617
56,0.8731429576873779,0.46529412269592285,0.8103197813034058,0.8603964447975159
57,0.8716700673103333,0.46407750248908997,0.8095930218696594,0.8719667196273804
