epoch,accuracy,loss,val_accuracy,val_loss
0,0.020235655829310417,3.849123001098633,0.018168604001402855,3.8353583812713623
1,0.018762808293104172,3.8393759727478027,0.028706395998597145,3.8327972888946533
2,0.019275102764368057,3.833415985107422,0.02616279013454914,3.830845594406128
3,0.022092726081609726,3.8338775634765625,0.046148255467414856,3.817359447479248
4,0.14965419471263885,3.1819300651550293,0.3557412922382355,2.3299660682678223
5,0.3429175317287445,2.4566564559936523,0.5276162624359131,1.9098132848739624
6,0.4475537836551666,2.189871311187744,0.5788517594337463,1.7667152881622314
7,0.5115906596183777,2.0155067443847656,0.6511628031730652,1.5952627658843994
8,0.5434170365333557,1.9252921342849731,0.6755087375640869,1.5127966403961182
9,0.5703765153884888,1.820326328277588,0.6867732405662537,1.4754536151885986
10,0.5975281596183777,1.7706612348556519,0.7038517594337463,1.4219868183135986
11,0.6203253269195557,1.7003004550933838,0.7005813717842102,1.4316227436065674
12,0.6289702653884888,1.6843727827072144,0.7303779125213623,1.3945454359054565
13,0.6520235538482666,1.6239055395126343,0.75,1.2651584148406982
14,0.6650230288505554,1.58253014087677,0.7463662624359131,1.3412858247756958
15,0.6763575673103333,1.566260576248169,0.7674418687820435,1.2919105291366577
16,0.686475396156311,1.5176969766616821,0.7667151093482971,1.298153042793274
17,0.6924948692321777,1.5087686777114868,0.7634447813034058,1.2872028350830078
18,0.6993468403816223,1.4780707359313965,0.758357584476471,1.3253564834594727
19,0.7064549326896667,1.478915810585022,0.7790697813034058,1.264684796333313
20,0.7135630249977112,1.439389705657959,0.7699854373931885,1.2531428337097168
21,0.7214395403862,1.430690050125122,0.7823401093482971,1.229263424873352
22,0.7249615788459778,1.4239522218704224,0.788517415523529,1.237525224685669
23,0.7262423038482666,1.4154338836669922,0.7903342843055725,1.235517144203186
24,0.7327740788459778,1.4127691984176636,0.7994186282157898,1.1922144889831543
25,0.7378329634666443,1.4011973142623901,0.801598846912384,1.1963146924972534
26,0.7441726326942444,1.395261287689209,0.788517415523529,1.2611231803894043
27,0.7492955923080444,1.3737273216247559,0.7874273061752319,1.2277412414550781
28,0.7552510499954224,1.3586320877075195,0.8106831312179565,1.1777735948562622
29,0.7472463846206665,1.3617119789123535,0.807776153087616,1.1647480726242065
30,0.7516009211540222,1.3766249418258667,0.8055959343910217,1.1915699243545532
31,0.7544185519218445,1.3598659038543701,0.7994186282157898,1.2037566900253296
32,0.759477436542511,1.3441617488861084,0.8110465407371521,1.169649362564087
33,0.7621029615402222,1.3535224199295044,0.8110465407371521,1.2272300720214844
34,0.7679943442344666,1.3245360851287842,0.8175871968269348,1.1753617525100708
35,0.766649603843689,1.3381611108779907,0.8190407156944275,1.169847846031189
36,0.7697233557701111,1.3283305168151855,0.7983284592628479,1.2273675203323364
37,0.7715804576873779,1.3272221088409424,0.8194040656089783,1.204375982284546
38,0.7789446711540222,1.3057137727737427,0.820857584476471,1.198470950126648
39,0.7772797346115112,1.3107506036758423,0.8186773061752319,1.1652952432632446
40,0.7809298038482666,1.3126215934753418,0.8150436282157898,1.2051284313201904
41,0.7816982865333557,1.2933263778686523,0.8244912624359131,1.1795275211334229
42,0.7793929576873779,1.3062126636505127,0.8332121968269348,1.134332537651062
43,0.7838755249977112,1.2937699556350708,0.8393895626068115,1.1379607915878296
44,0.7832351326942444,1.2937391996383667,0.8132267594337463,1.2334319353103638
45,0.7875896692276001,1.3032480478286743,0.8313953280448914,1.1581448316574097
46,0.7864369750022888,1.292883038520813,0.8270348906517029,1.1531383991241455
47,0.7842597365379333,1.2961090803146362,0.8252180218696594,1.1766940355300903
48,0.7881019711494446,1.2929116487503052,0.8303052186965942,1.1811593770980835
49,0.7944415807723999,1.2800475358963013,0.8332121968269348,1.1727540493011475
