epoch,accuracy,loss,val_accuracy,val_loss
0,0.2214130461215973,2.8264286518096924,0.4077034890651703,2.0832204818725586
1,0.46255433559417725,1.8867111206054688,0.5537790656089783,1.582825779914856
2,0.5553804636001587,1.549151062965393,0.6119186282157898,1.4093632698059082
3,0.6203261017799377,1.341166377067566,0.671875,1.2042876482009888
4,0.665489137172699,1.19484543800354,0.7020348906517029,1.1122806072235107
5,0.6992391347885132,1.0711345672607422,0.71875,1.1165103912353516
6,0.7224456667900085,0.9977626204490662,0.7412790656089783,1.0073658227920532
7,0.7440760731697083,0.9183902740478516,0.7430959343910217,0.9457851648330688
8,0.7553260922431946,0.8906280994415283,0.7532703280448914,0.9642787575721741
9,0.7668478488922119,0.83156818151474,0.75,0.9618287086486816
10,0.7690761089324951,0.8041959404945374,0.772892415523529,0.894889235496521
11,0.7851086854934692,0.7775483727455139,0.7899709343910217,0.791159987449646
12,0.7887499928474426,0.7601490616798401,0.7797965407371521,0.8721458315849304
13,0.7977173924446106,0.7267948985099792,0.789607584476471,0.8274356722831726
14,0.8064130544662476,0.6992087960243225,0.7954215407371521,0.8252529501914978
15,0.8076087236404419,0.6866466403007507,0.7946947813034058,0.8210254907608032
16,0.8106521964073181,0.6618296504020691,0.8048691749572754,0.7792055010795593
17,0.8215760588645935,0.6376082301139832,0.8037790656089783,0.8299241065979004
18,0.8203260898590088,0.6426288485527039,0.8074128031730652,0.820124089717865
19,0.8273913264274597,0.6166771650314331,0.7983284592628479,0.7808420062065125
20,0.8282608985900879,0.6208859086036682,0.8128633499145508,0.790677547454834
21,0.8302174210548401,0.6060035824775696,0.8026889562606812,0.806674599647522
22,0.8313586711883545,0.6029916405677795,0.7990552186965942,0.8279144763946533
23,0.8392934799194336,0.576688826084137,0.8190407156944275,0.7236000299453735
24,0.8394564986228943,0.5791873931884766,0.8121366500854492,0.7797647714614868
25,0.8441304564476013,0.5612200498580933,0.8099563717842102,0.7531419992446899
26,0.8473369479179382,0.55229651927948,0.8139534592628479,0.7440975308418274
27,0.8526086807250977,0.5349801778793335,0.8146802186965942,0.7221125960350037
28,0.8528260588645935,0.5314180254936218,0.8103197813034058,0.7664533257484436
