epoch,accuracy,loss,val_accuracy,val_loss
0,0.0390625,3.7500128746032715,0.19876453280448914,2.912564754486084
1,0.2732453942298889,2.669806957244873,0.3931685984134674,2.1947410106658936
2,0.3970927298069,2.2814977169036865,0.508357584476471,1.9520386457443237
3,0.47938013076782227,2.0425665378570557,0.5595930218696594,1.8420486450195312
4,0.5275358557701111,1.9174238443374634,0.6061046719551086,1.6562602519989014
5,0.5698642134666443,1.7951149940490723,0.6468023061752319,1.6308060884475708
6,0.6025230288505554,1.7247971296310425,0.6726017594337463,1.5854729413986206
7,0.6207735538482666,1.6644076108932495,0.7060319781303406,1.4892610311508179
8,0.6452356576919556,1.6065295934677124,0.7096657156944275,1.5119853019714355
9,0.6657915115356445,1.559390664100647,0.7314680218696594,1.4724076986312866
10,0.6796234846115112,1.526573896408081,0.7336482405662537,1.484843373298645
11,0.6910860538482666,1.5037939548492432,0.7460029125213623,1.4643508195877075
12,0.7029328942298889,1.4642668962478638,0.7481831312179565,1.4376001358032227
13,0.7069672346115112,1.463673710823059,0.7619912624359131,1.3717824220657349
14,0.7170209884643555,1.4254977703094482,0.7688953280448914,1.3608375787734985
15,0.728227436542511,1.4068468809127808,0.7587209343910217,1.408913493156433
16,0.7340548038482666,1.396124243736267,0.7638081312179565,1.3802974224090576
17,0.7489113807678223,1.3587843179702759,0.7663517594337463,1.3852142095565796
18,0.7415471076965332,1.3669016361236572,0.7845203280448914,1.3914657831192017
19,0.7465420365333557,1.3636780977249146,0.7957848906517029,1.3128584623336792
20,0.7545466423034668,1.3671890497207642,0.792151153087616,1.38515043258667
21,0.7592853307723999,1.3381489515304565,0.7797965407371521,1.4035876989364624
22,0.7628713846206665,1.3391903638839722,0.8030523061752319,1.3497763872146606
23,0.7672259211540222,1.3235678672790527,0.7932412624359131,1.3746148347854614
24,0.7675461173057556,1.3357754945755005,0.7841569781303406,1.3484199047088623
25,0.7768954634666443,1.3060237169265747,0.8085029125213623,1.346218228340149
26,0.7761911153793335,1.3097200393676758,0.8128633499145508,1.3034909963607788
27,0.7745261192321777,1.3081698417663574,0.7954215407371521,1.3759002685546875
28,0.7765112519264221,1.3080756664276123,0.8030523061752319,1.3561058044433594
29,0.7811859846115112,1.2996737957000732,0.8012354373931885,1.3842685222625732
30,0.7897669076919556,1.2875028848648071,0.8055959343910217,1.3527939319610596
31,0.7906634211540222,1.282789707183838,0.8103197813034058,1.3270469903945923
32,0.7876536846160889,1.2864645719528198,0.8194040656089783,1.330145239830017
33,0.7927766442298889,1.2741129398345947,0.8175871968269348,1.347449779510498
34,0.7941213846206665,1.2849866151809692,0.8125,1.3235069513320923
35,0.7965548038482666,1.2634618282318115,0.7972383499145508,1.3728036880493164
36,0.7922643423080444,1.290985345840454,0.8106831312179565,1.3708568811416626
37,0.7957863807678223,1.284158706665039,0.8168604373931885,1.3745659589767456
38,0.8005891442298889,1.2747046947479248,0.8085029125213623,1.3424720764160156
